experiment,objective,tire_set,simulation_id,final_gap,winner,A_wins,B_wins,tie,start_tire_A,start_tire_B,n_pits_A,n_pits_B,had_VSC,had_SC,mean_gap_race,std_gap_race
EXP_SH_gap,gap,"[1, 3]",102,-0.9999999999999964,A,1,0,0,3,3,1,1,0,0,-0.7904761904761868,0.20909046095333494
EXP_SH_gap,gap,"[1, 3]",103,-0.19999999999999574,A,1,0,0,3,3,1,1,0,1,-0.8380952380952345,0.28698131758703577
EXP_SH_gap,gap,"[1, 3]",104,-0.19999999999999574,A,1,0,0,1,3,1,1,1,1,-1.2476190476190443,0.7352479644045258
EXP_SH_gap,gap,"[1, 3]",105,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-0.7619047619047582,0.2359906989212167
EXP_SH_gap,gap,"[1, 3]",106,0.8000000000000052,B,0,1,0,3,1,2,1,0,1,0.3714285714285762,1.136889179648889
EXP_SH_gap,gap,"[1, 3]",107,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-1.009523809523806,0.9226797215072664
EXP_SH_gap,gap,"[1, 3]",108,-0.9999999999999964,A,1,0,0,3,3,1,1,0,0,-0.7999999999999963,0.20470652628766375
EXP_SH_gap,gap,"[1, 3]",109,0.8000000000000052,B,0,1,0,1,3,2,1,1,1,0.20952380952381416,0.9591190213170397
EXP_SH_gap,gap,"[1, 3]",110,1.2000000000000055,B,0,1,0,1,3,1,1,1,0,-0.37142857142856744,1.1080411102665904
EXP_SH_gap,gap,"[1, 3]",111,-0.7999999999999963,A,1,0,0,1,1,2,2,1,1,-0.52380952380952,0.20909046095333494
EXP_SH_gap,gap,"[1, 3]",112,1.0000000000000053,B,0,1,0,1,3,1,1,1,0,-0.72380952380952,0.9670301920262113
EXP_SH_gap,gap,"[1, 3]",113,-0.3999999999999959,A,1,0,0,1,3,1,1,0,0,-1.438095238095235,0.654999956725692
EXP_SH_gap,gap,"[1, 3]",114,-0.9999999999999964,A,1,0,0,3,3,1,1,0,1,-0.5619047619047579,0.6972573416275483
EXP_SH_gap,gap,"[1, 3]",115,-0.3999999999999959,A,1,0,0,1,3,1,1,0,0,-1.438095238095235,0.654999956725692
EXP_SH_gap,gap,"[1, 3]",116,-0.3999999999999959,A,1,0,0,3,3,1,1,1,1,-0.685714285714282,0.32408951480330606
EXP_SH_gap,gap,"[1, 3]",117,0.8000000000000052,B,0,1,0,3,3,1,1,0,0,0.5523809523809572,0.37999880653828616
EXP_SH_gap,gap,"[1, 3]",118,-0.9999999999999964,A,1,0,0,1,1,2,2,0,1,-0.5333333333333294,0.32853692020305436
EXP_SH_gap,gap,"[1, 3]",119,-0.9999999999999964,A,1,0,0,3,3,1,1,0,0,-0.8761904761904725,0.22657861434991106
EXP_SH_gap,gap,"[1, 3]",120,-0.5999999999999961,A,1,0,0,3,1,1,2,0,1,0.39047619047619525,1.092792300182368
EXP_SH_gap,gap,"[1, 3]",121,-0.5999999999999961,A,1,0,0,3,1,1,1,0,0,0.828571428571434,0.7566485358491895
EXP_SH_gap,gap,"[1, 3]",122,-0.9999999999999964,A,1,0,0,1,1,2,2,1,1,-0.685714285714282,0.2659855246432181
EXP_SH_gap,gap,"[1, 3]",123,0.600000000000005,B,0,1,0,3,3,1,1,0,1,0.2666666666666713,0.4109609335312654
EXP_SH_gap,gap,"[1, 3]",124,0.8000000000000052,B,0,1,0,1,1,2,2,1,0,0.46666666666667145,0.4335164448282305
EXP_SH_gap,gap,"[1, 3]",125,-0.9999999999999964,A,1,0,0,3,1,2,3,0,1,-0.8952380952380915,0.9751562465653497
EXP_SH_gap,gap,"[1, 3]",126,-1.599999999999997,A,1,0,0,3,1,2,1,1,0,0.2952380952380999,1.6887516354300907
EXP_SH_gap,gap,"[1, 3]",127,-0.9999999999999964,A,1,0,0,3,3,1,1,0,0,-0.8476190476190439,0.2683619581639121
EXP_SH_gap,gap,"[1, 3]",128,-0.7999999999999963,A,1,0,0,1,1,2,2,0,1,-0.5999999999999962,0.26903708365381995
EXP_SH_gap,gap,"[1, 3]",129,-0.3999999999999959,A,1,0,0,1,3,1,1,0,0,-1.3999999999999968,0.6900655593423548
EXP_SH_gap,gap,"[1, 3]",130,-0.19999999999999574,A,1,0,0,1,3,1,1,0,0,-1.2380952380952348,0.6491578357315043
EXP_SH_gap,gap,"[1, 3]",131,-0.9999999999999964,A,1,0,0,3,3,1,1,1,0,-0.7809523809523772,0.26836195816391206
EXP_SH_gap,gap,"[1, 3]",132,0.8000000000000052,B,0,1,0,1,1,2,2,0,1,-0.30476190476190057,1.2970575456177702
EXP_SH_gap,gap,"[1, 3]",133,-0.7999999999999963,A,1,0,0,1,1,1,1,1,0,0.36190476190476656,1.4795353808918064
EXP_SH_gap,gap,"[1, 3]",134,-0.9999999999999964,A,1,0,0,1,1,2,2,1,1,-0.5428571428571389,0.6904597699196904
EXP_SH_gap,gap,"[1, 3]",135,-0.7999999999999963,A,1,0,0,3,3,1,1,0,0,-0.5714285714285677,0.2249716535431948
EXP_SH_gap,gap,"[1, 3]",136,0.8000000000000052,B,0,1,0,1,1,2,2,0,1,0.39047619047619525,0.759639489623211
EXP_SH_gap,gap,"[1, 3]",137,-0.9999999999999964,A,1,0,0,3,3,1,1,1,0,-0.8190476190476152,0.268361958163912
EXP_SH_gap,gap,"[1, 3]",138,-0.9999999999999964,A,1,0,0,1,1,2,2,1,0,-0.971428571428568,0.9222864223753705
EXP_SH_gap,gap,"[1, 3]",139,0.4000000000000048,B,0,1,0,3,1,1,1,1,0,1.2476190476190534,0.7378340551712983
EXP_SH_gap,gap,"[1, 3]",140,0.4000000000000048,B,0,1,0,3,1,1,1,1,0,0.9238095238095293,0.8035070520950274
EXP_SH_gap,gap,"[1, 3]",141,-0.3999999999999959,A,1,0,0,1,3,1,1,0,0,-1.3523809523809491,0.6411441020840705
EXP_SH_gap,gap,"[1, 3]",142,-0.9999999999999964,A,1,0,0,3,3,1,1,0,0,-0.685714285714282,0.34680269440063133
EXP_SH_gap,gap,"[1, 3]",143,4.440892098500626e-15,B,0,1,0,1,3,1,1,0,0,-1.2380952380952348,0.654999956725692
EXP_SH_gap,gap,"[1, 3]",144,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-1.0190476190476156,0.9131937924090004
EXP_SH_gap,gap,"[1, 3]",145,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-1.0095238095238062,0.9206130265595871
EXP_SH_gap,gap,"[1, 3]",146,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-0.7333333333333295,0.21675822241411527
EXP_SH_gap,gap,"[1, 3]",147,-0.9999999999999964,A,1,0,0,3,3,1,1,0,0,-0.866666666666663,0.2336732218359107
EXP_SH_gap,gap,"[1, 3]",148,0.8000000000000052,B,0,1,0,3,3,1,1,0,0,0.5714285714285762,0.4288887713980081
EXP_SH_gap,gap,"[1, 3]",149,0.20000000000000462,B,0,1,0,3,1,1,1,0,0,1.0571428571428627,0.7384484561897198
EXP_SH_gap,gap,"[1, 3]",150,4.440892098500626e-15,B,0,1,0,3,1,1,1,0,0,1.047619047619053,0.7115503178801091
EXP_SH_gap,gap,"[1, 3]",151,0.20000000000000462,B,0,1,0,3,1,1,1,0,0,1.1047619047619104,0.6778651294961623
EXP_SH_gap,gap,"[1, 3]",152,-0.19999999999999574,A,1,0,0,1,1,1,2,0,1,-0.6476190476190438,0.4136009666782568
EXP_SH_gap,gap,"[1, 3]",153,-0.19999999999999574,A,1,0,0,1,3,1,1,0,0,-1.2476190476190443,0.638166307342894
EXP_SH_gap,gap,"[1, 3]",154,-0.7999999999999963,A,1,0,0,3,1,1,2,0,1,0.06666666666667116,1.0185579597942962
EXP_SH_gap,gap,"[1, 3]",155,-0.7999999999999963,A,1,0,0,1,3,2,1,1,0,-1.2476190476190443,0.7657048092282588
EXP_SH_gap,gap,"[1, 3]",156,-0.9999999999999964,A,1,0,0,3,3,1,1,0,0,-0.7619047619047582,0.19142620230706475
EXP_SH_gap,gap,"[1, 3]",157,-0.19999999999999574,A,1,0,0,1,1,1,1,0,1,-0.8095238095238058,0.24281045302822807
EXP_SH_gap,gap,"[1, 3]",158,-0.9999999999999964,A,1,0,0,1,1,3,3,0,1,-0.45714285714285313,0.8688094911847997
EXP_SH_gap,gap,"[1, 3]",159,-0.3999999999999959,A,1,0,0,3,3,1,1,0,1,-0.5904761904761865,0.36240566838934224
EXP_SH_gap,gap,"[1, 3]",160,-0.9999999999999964,A,1,0,0,1,1,2,1,1,0,-0.2952380952380911,0.6750493389207377
EXP_SH_gap,gap,"[1, 3]",161,0.8000000000000052,B,0,1,0,1,1,1,1,0,0,0.5809523809523857,0.3849787225030048
EXP_SH_gap,gap,"[1, 3]",162,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-0.5904761904761867,0.16876233473018443
EXP_SH_gap,gap,"[1, 3]",163,4.440892098500626e-15,B,0,1,0,3,1,2,1,0,1,0.36190476190476667,1.1239709327186242
EXP_SH_gap,gap,"[1, 3]",164,4.440892098500626e-15,B,0,1,0,3,1,1,1,0,0,0.8761904761904814,0.8011329845643088
EXP_SH_gap,gap,"[1, 3]",165,-0.9999999999999964,A,1,0,0,3,3,1,1,0,0,-0.8761904761904725,0.18999940326914302
EXP_SH_gap,gap,"[1, 3]",166,-0.19999999999999574,A,1,0,0,1,3,2,1,1,1,-0.9333333333333297,0.6826651785698072
EXP_SH_gap,gap,"[1, 3]",167,0.8000000000000052,B,0,1,0,1,3,2,1,1,1,-0.019047619047614622,1.0670917520327095
EXP_SH_gap,gap,"[1, 3]",168,-0.9999999999999964,A,1,0,0,3,3,1,2,1,0,-0.6761904761904723,1.3571345028982646
EXP_SH_gap,gap,"[1, 3]",169,1.0000000000000053,B,0,1,0,1,1,1,1,0,0,0.6476190476190526,0.47370781392174865
EXP_SH_gap,gap,"[1, 3]",170,0.8000000000000052,B,0,1,0,3,1,1,1,1,0,1.4666666666666723,0.7311656273397811
EXP_SH_gap,gap,"[1, 3]",171,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-0.990476190476187,0.9309006196790408
EXP_SH_gap,gap,"[1, 3]",172,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-0.685714285714282,0.25125535158615103
EXP_SH_gap,gap,"[1, 3]",173,-0.3999999999999959,A,1,0,0,1,3,1,1,0,0,-1.4095238095238063,0.6774635902391908
EXP_SH_gap,gap,"[1, 3]",174,0.8000000000000052,B,0,1,0,1,1,1,1,0,0,0.2857142857142904,0.5608545472127798
EXP_SH_gap,gap,"[1, 3]",175,-0.9999999999999964,A,1,0,0,1,1,1,1,1,0,-0.7714285714285677,0.20734801006740247
EXP_SH_gap,gap,"[1, 3]",176,-0.9999999999999964,A,1,0,0,1,1,1,3,1,0,-1.6761904761904736,1.4586049309772697
EXP_SH_gap,gap,"[1, 3]",177,-0.3999999999999959,A,1,0,0,1,3,1,1,0,0,-1.4190476190476158,0.6730308473925627
EXP_SH_gap,gap,"[1, 3]",178,4.440892098500626e-15,B,0,1,0,3,1,2,1,1,1,1.0000000000000053,0.8706866474772881
EXP_SH_gap,gap,"[1, 3]",179,-0.7999999999999963,A,1,0,0,3,1,1,2,1,1,-0.09523809523809088,0.8317944975580216
EXP_SH_gap,gap,"[1, 3]",180,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-0.9809523809523775,0.9214993205273825
EXP_SH_gap,gap,"[1, 3]",181,-0.7999999999999963,A,1,0,0,1,1,1,1,0,0,-0.9238095238095203,0.9288522163989805
EXP_SH_gap,gap,"[1, 3]",182,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-0.990476190476187,0.9288522163989804
EXP_SH_gap,gap,"[1, 3]",183,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-0.7904761904761868,0.20909046095333494
EXP_SH_gap,gap,"[1, 3]",184,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-0.6952380952380914,0.21038782889880514
EXP_SH_gap,gap,"[1, 3]",185,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-0.7904761904761868,0.242810453028228
EXP_SH_gap,gap,"[1, 3]",186,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-0.6190476190476152,0.20381842437174014
EXP_SH_gap,gap,"[1, 3]",187,2.000000000000006,B,0,1,0,1,3,1,1,1,1,0.009523809523813972,1.2055051349477903
EXP_SH_gap,gap,"[1, 3]",188,-0.9999999999999964,A,1,0,0,3,3,1,1,1,0,-0.866666666666663,0.2336732218359107
EXP_SH_gap,gap,"[1, 3]",189,-0.9999999999999964,A,1,0,0,1,1,1,1,1,0,-0.5999999999999961,0.39520940802374177
EXP_SH_gap,gap,"[1, 3]",190,-0.7999999999999963,A,1,0,0,3,3,1,1,0,0,-0.6952380952380915,0.14630753805464028
